GRBname,Trig_ID,T90,T90_err,redshift,z_err,conversion
GRB081210,337073.0,145.908,7.028237,,,3.58e-11
GRB081203B,336489000.0,161.6,1.6,,,
GRB081203A,336489.0,223.0,89.98889,2.05,,3.35e-11
GRB081128,335895.0,102.316,10.60851,,,4.11e-11
GRB081127,335715.0,17.3,3.54517,,,3.05e-11
GRB081126,335647.0,57.648,5.846673,,,4.67e-11
GRB081121,335105.0,17.52,2.006709,2.512,,3.61e-11
GRB081118,334877.0,53.404,12.08538,2.58,,2.7999999999999997e-11
GRB081109A,334112.0,221.488,58.97129,0.9787,,3.9299999999999996e-11
GRB081105A,333811.0,9.6,1.6,,,2.6299999999999996e-11
GRB081104,333666.0,64.0,15.26434,,,2.4599999999999998e-11
GRB081102,333427.0,50.32,12.60935,,,5.34e-11
GRB081101,333320.0,0.18,0.04252059,,,
GRB081029,332931.0,275.104,48.95488,3.8479,,3.4e-11
GRB081028A,332851.0,284.424,30.54873,3.038,,3.37e-11
GRB081025,35650186.0,22.76,1.029641,,,
GRB081024A,332516.0,1.824,0.5860512,,,6.759999999999999e-11
GRB081022,332399.0,157.58,41.88247,,,
GRB081017,331964.0,,,,,
GRB081016B,331856.0,2.616,0.7927067,,,4.46e-11
GRB081012,331475.0,28.972,4.524752,,,4.7599999999999996e-11
GRB081011,331332.0,17.088,2.813817,,,3.04e-11
GRB081008,331093.0,187.824,38.22846,1.9683,,3.5399999999999995e-11
GRB081007,330856.0,9.728,4.874095,0.5295,,3.68e-11
GRB080928,326115.0,233.66,20.80139,1.6919,,3.29e-11
GRB080919,325268.0,0.6,0.08409517,,,4.3299999999999995e-11
GRB080916B,324907.0,33.544,6.96964,,,4.16e-11
GRB080916A,324895.0,61.348,6.680057,0.6887,,4.0999999999999994e-11
GRB080915B,324805.0,4.052,0.6073286,,,
GRB080915A,324744.0,26.288,3.898102,,,2.81e-11
GRB080913,324561.0,7.456,0.756677,6.733,,3.99e-11
GRB080906,323984.0,148.212,19.6103,2.13,+0.14-0.20,3.74e-11
GRB080905B,323898.0,120.936,28.05833,2.3739,,4.0499999999999996e-11
GRB080905A,323870.0,1.016,0.08158433,0.1218,+0.0003-0.0003,5.57e-11
GRB080903,323542.0,66.34,10.42087,,,5.769999999999999e-11
GRB080822B,321376.0,,,,,
GRB080810,319584.0,107.668,3.471544,3.3604,,3.21e-11
GRB080805,319036.0,106.624,15.89163,1.5042,,3.61e-11
GRB080804,319016.0,37.872,42.35502,2.2045,,3.74e-11
GRB080802,318832.0,179.504,22.80489,,,5.2099999999999993e-11
GRB080727C,318170.0,77.364,7.039364,,,8.019999999999999e-11
GRB080727B,318101.0,8.664,0.1456022,,,7.23e-11
GRB080727A,318094.0,4.912,0.9158602,,,4.98e-11
GRB080725,317888.0,92.736,49.49917,,,
GRB080723A,317662.0,17.336,2.034936,,,5.57e-11
GRB080721,317508.0,129.696,114.4703,2.5914,,3.71e-11
GRB080714,316910.0,25.812,5.116999,,,5.809999999999999e-11
GRB080710,316534.0,142.988,25.14022,0.8454,,3.4e-11
GRB080707,316204.0,30.164,2.400387,1.2322,,3.5899999999999994e-11
GRB080703,315819.0,3.516,0.805367,,,4.7e-11
GRB080702B,315630003.0,15.412,3.933512,,,
GRB080702A,315710.0,0.512,0.1810193,,,4.7999999999999996e-11
GRB080701,315615.0,17.816,6.719786,,,3.71e-11
GRB080623,315080.0,15.096,5.118078,,,4.3299999999999995e-11
GRB080613B,313954.0,79.448,9.456569,,,5.84e-11
GRB080607,313417.0,78.972,3.041697,3.0368,,3.45e-11
GRB080605,313299.0,18.056,0.8882252,1.6403,,4.2099999999999995e-11
GRB080604,313116.0,77.608,13.24724,1.4171,,4.1299999999999996e-11
GRB080603B,313087.0,59.124,1.630965,2.6892,,4.0099999999999996e-11
GRB080602,312958.0,74.288,7.143187,1.8204,,4.04e-11
GRB080524,312277.0,6.4,1.6,,,
GRB080523,312242.0,48.0,22.62742,,,3.68e-11
GRB080520,312047.0,3.324,0.8618956,1.5457,,3.6299999999999994e-11
GRB080517,311874.0,64.508,22.30139,0.089,+0.003-0.003,4.0899999999999996e-11
GRB080516,311762.0,5.764,0.2232129,3.2,+0.3-0.3,5.0099999999999994e-11
GRB080515,311658.0,20.864,5.166811,2.47,,
GRB080506,311159.0,152.2,14.17922,,,3.62e-11
GRB080503,310785.0,176.0,48.0,,,5.45e-11
GRB080430,310613.0,13.872,1.899732,0.767,,3.49e-11
GRB080426,310219.0,1.732,0.383604,,,4.6799999999999996e-11
GRB080413B,309111.0,8.0,2.0,1.1014,,3.58e-11
GRB080413A,309096.0,46.36,0.4812151,2.4330,,3.35e-11
GRB080411,309010.0,56.328,0.9227524,1.0301,,3.7e-11
GRB080409,308812.0,22.656,7.534244,,,4.67e-11
GRB080405,308549.0,64.0,1.6,,,
GRB080330,308041.0,60.364,36.39826,1.5119,,
GRB080328,307931.0,91.108,1.681661,,,4.73e-11
GRB080325,307604.0,166.74,32.59333,1.78,,3.49e-11
GRB080320,306858.0,13.816,1.858744,,,3.52e-11
GRB080319D,306793.0,26.94,4.478414,,,4.429999999999999e-11
GRB080319C,306778.0,29.552,9.414571,1.9492,,4.3799999999999994e-11
GRB080319B,306757.0,124.86,3.095269,0.9382,,3.75e-11
GRB080319A,306754.0,43.616,5.540074,,,3.2999999999999996e-11
GRB080315,306323.0,,,,,
GRB080310,305288.0,363.212,16.90135,2.42743,,3.2999999999999996e-11
GRB080307,305011.0,124.0,23.34524,,,4.07e-11
GRB080303,304549.0,67.588,19.64564,,,3.71e-11
GRB080229A,304379.0,64.0,16.0,,,4.62e-11
GRB080218B,303631.0,6.528,1.428577,,,3.84e-11
GRB080218A,303609.0,22.8,2.784184,,,
GRB080212,303105.0,126.312,13.19985,,,3.5499999999999994e-11
GRB080210,302888.0,42.264,11.36737,2.6419,,3.33e-11
GRB080207,302728.0,292.46,7.985276,2.0858,,4.19e-11
GRB080205,302506.0,106.296,4.934871,,,4.4e-11
GRB080130,74372007.0,60.8,1.6,,,
GRB080129,301981.0,50.18,9.16545,4.349,,5.29e-11
GRB080123,301578.0,114.912,55.26733,,,4.12e-11
GRB080121,301491.0,0.32,,,,
GRB071227,299787.0,142.48,48.36924,0.381,,4.2899999999999995e-11
GRB071129,297628.0,408.08,52.32409,,,
GRB071122,297114.0,71.432,13.92828,1.14,,4.0099999999999996e-11
GRB071118,296856.0,105.6,34.8854,,,5.11e-11
GRB071117,296805.0,6.076,2.14873,1.3308,,3.66e-11
GRB071112C,296504.0,44.8,1.6,0.8227,,4.269999999999999e-11
GRB071112B,296503.0,0.304,0.09050966,,,
GRB071101,295779.0,4.824,1.972515,,,
GRB071031,295670.0,180.644,30.342,2.6918,,3.6899999999999997e-11
GRB071028B,295492.0,51.2,1.6,0.94,+0.05-0.10,3.35e-11
GRB071028A,295527.0,26.856,5.425089,,,3.33e-11
GRB071025,295301.0,241.296,35.8308,5.2,,3.27e-11
GRB071021,294974.0,228.72,74.01017,2.4520,,3.64e-11
GRB071020,294835.0,4.3,0.5826972,2.1462,,4.46e-11
GRB071018,294645.0,273.568,40.0732,,,
GRB071013,294120.0,75.584,25.78914,,,
GRB071011,293924.0,65.88,15.48345,,,4.74e-11
GRB071010C,293804.0,12.8,1.6,,,
GRB071010B,293795.0,36.124,2.27575,0.947,,3.2599999999999996e-11
GRB071010A,293707.0,6.324,1.865541,0.985,,3.41e-11
GRB071008,293587.0,17.984,5.138865,,,
GRB071006,293250.0,43.2,1.6,,,
GRB071003,292934.0,148.388,4.616348,1.60435,,3.67e-11
GRB071001,292826.0,57.428,3.878786,,,
GRB070923,292004.0,0.03999999,0.00894429,,,
GRB070920B,291728.0,22.256,2.792121,,,
GRB070920A,291614.0,55.76,5.289023,,,
GRB070917,291292.0,8.72,1.72291,,,
GRB070913,290843.0,2.684,0.5635601,,,3.1099999999999995e-11
GRB070911,290624.0,161.724,5.972469,,,3.3799999999999996e-11
GRB070810B,287409.0,0.072,0.02332379,,,
GRB070810A,287364.0,9.04,2.682462,2.17,,3.12e-11
GRB070809,287344.0,1.28,0.3731809,0.2187,,4.8099999999999994e-11
GRB070808,287260.0,58.432,11.50858,,,5.0899999999999994e-11
GRB070805,287088.0,26.432,3.111378,,,
GRB070802,286809.0,15.8,2.500653,2.4541,,3.23e-11
GRB070731,286574.0,2.856,0.3890758,,,
GRB070729,286373.0,0.988,0.1669011,,,4.0899999999999996e-11
GRB070724A,285948.0,0.432,0.0863713,0.4571,,4.78e-11
GRB070721B,285654.0,336.864,22.468,3.6298,,4.41e-11
GRB070721A,285653.0,3.348,0.454845,,,2.75e-11
GRB070714B,284856.0,65.636,9.508734,0.9225,,3.61e-11
GRB070714A,284850.0,3.0,1.414214,1.58,,4.37e-11
GRB070704,283791.0,384.936,27.41501,,,6.009999999999999e-11
GRB070628,283320.0,39.08,4.071106,,,4.95e-11
GRB070621,282808.0,33.264,2.507059,,,3.2e-11
GRB070616,282445.0,406.876,17.31342,,,3.87e-11
GRB070612B,282073.0,18.0,4.472136,,,4.54e-11
GRB070612A,282066.0,365.28,51.6697,0.617,,
GRB070611,282003.0,13.184,3.470931,2.0394,,3.6299999999999994e-11
GRB070531,280958.0,44.62,6.055228,,,7.44e-11
GRB070529,280706.0,108.9,20.73183,2.4996,,4.1799999999999994e-11
GRB070521,279935.0,38.628,2.37669,2.0865,,4.8899999999999994e-11
GRB070520B,279898.0,96.0,35.77709,,,2.91e-11
GRB070520A,279817.0,48.0,22.62742,,,2.41e-11
GRB070518,279592.0,5.504,0.8041144,1.16,,3.09e-11
GRB070517,279494.0,7.824,1.634974,,,3.4599999999999996e-11
GRB070509,278903.0,7.828,1.161323,,,4.1699999999999996e-11
GRB070508,278854.0,20.9,0.7317486,0.82,,4.4199999999999993e-11
GRB070506,278693.0,5.992,1.406882,2.3090,,3.33e-11
GRB070429B,277582.0,0.488,0.04308134,0.9023,,3.36e-11
GRB070429A,277571.0,168.0,26.96757,,,2.31e-11
GRB070427,277356.0,11.08,0.9720843,,,
GRB070420,276321.0,77.024,5.466968,3.01,+0.96-0.68,4.3799999999999994e-11
GRB070419B,276212.0,238.008,14.33933,1.9588,,4.74e-11
GRB070419A,276205.0,160.0,50.59644,0.9705,,2.99e-11
GRB070412,275119.0,33.876,5.076964,,,3.48e-11
GRB070411,275087.0,115.692,16.86578,2.9538,,3.67e-11
GRB070406,274153.0,0.816,,,,
GRB070330,273180.0,6.64,0.6691487,,,3.72e-11
GRB070328,272773.0,72.116,8.483028,2.06,,3.67e-11
GRB070326,271019007.0,18.0,5.385165,,,
GRB070318,271019.0,130.368,28.8086,0.8397,,3.83e-11
GRB070306,263361.0,209.244,64.60994,1.49594,,4.16e-11
GRB070227,262347.0,3.2,1.6,,,3.6e-11
GRB070224,261880.0,48.0,35.77709,1.99,,2.43e-11
GRB070223,261664.0,128.0,32.0,,,5.059999999999999e-11
GRB070220,261299.0,125.396,20.64144,,,5.9e-11
GRB070219,261132.0,18.0,4.472136,,,3.22e-11
GRB070209,259803.0,0.06800002,0.01788854,,,
GRB070208,259714.0,64.0,22.62742,1.165,,3.3399999999999996e-11
GRB070129,258408.0,459.748,25.21205,2.3384,,3.2599999999999996e-11
GRB070126,257741.0,,,,,
GRB070125,,,,1.5477,,
GRB070110,255445.0,88.428,14.41929,2.3521,,3.12e-11
GRB070107,255029.0,370.3,45.63288,,,4.16e-11
GRB070103,254532.0,18.408,1.212694,2.6208,,3.4199999999999996e-11
GRB061222B,252593.0,37.248,6.057907,3.355,,4.5999999999999996e-11
GRB061222A,252588.0,100.0,12.16553,2.088,,4.2899999999999995e-11
GRB061218,251863.0,,,,,
GRB061217,251634.0,0.224,0.04326664,0.8270,,7.16e-11
GRB061210,243690.0,85.232,13.08802,0.4095,,4.04e-11
GRB061202,241963.0,94.188,35.34425,,,4.49e-11
GRB061201,241840.0,0.776,0.09507892,0.0865or0.111,,4.51e-11
GRB061126,240766.0,52.624,10.76037,1.1588,,4.0999999999999994e-11
GRB061121,239899.0,81.216,46.40242,1.3145,,3.7e-11
GRB061110B,238174.0,135.248,17.59198,3.4344,,3.13e-11
GRB061110A,238108.0,44.508,5.903362,0.7578,,3.49e-11
GRB061102,236430.0,45.544,9.687618,,,2.23e-11
GRB061028,235715.0,105.812,36.9372,,,5.34e-11
GRB061027,235645.0,,,,,
GRB061021,234905.0,47.82,5.632594,0.3463,,3.47e-11
GRB061019,234516.0,180.384,6.361202,,,5.49e-11
GRB061007,232683.0,75.736,2.482554,1.2622,,3.45e-11
GRB061006,232585.0,129.792,30.67741,0.4377,,4.0599999999999994e-11
GRB061004,232339.0,6.26,0.6493566,,,3.8599999999999995e-11
GRB061002,231974.0,17.628,1.96191,,,3.0299999999999995e-11
GRB060929,231702.0,552.96,26.88739,,,3.43e-11
GRB060927,231362.0,22.416,1.190914,5.4636,,3.53e-11
GRB060926,231231.0,8.824,1.14368,3.2086,,3.4199999999999996e-11
GRB060923C,230711.0,73.728,9.931606,,,3.0999999999999996e-11
GRB060923B,230702.0,8.948,1.296341,1.51,,3.92e-11
GRB060923A,230662.0,58.492,7.127251,2.47,+0.33-0.52,3.79e-11
GRB060919,230115.0,9.0,1.665062,,,6.65e-11
GRB060912A,229185.0,5.028,0.5806755,0.937,,3.7e-11
GRB060908,228581.0,19.296,1.30216,1.8836,,3.17e-11
GRB060906,228316.0,44.588,2.594496,3.6856,,3.49e-11
GRB060904B,228006.0,189.98,21.16182,0.7029,,3.53e-11
GRB060904A,227996.0,80.06,2.218417,2.55,1.21-0.75,3.23e-11
GRB060825,226382.0,7.976,0.6568044,,,5.019999999999999e-11
GRB060814,224552.0,145.072,4.819031,1.9229,,3.71e-11
GRB060813,224364.0,15.968,3.387924,,,4.519999999999999e-11
GRB060807,223217.0,54.048,11.68915,,,3.43e-11
GRB060805A,222683.0,4.928,1.353585,2.3633,,3.04e-11
GRB060804,222546.0,18.188,2.657232,,,4.4199999999999993e-11
GRB060801,222154.0,0.504,0.0609262,1.1304,,3.88e-11
GRB060729,221755.0,113.044,22.12824,0.5428,,3.4e-11
GRB060728,221627.0,,,,,
GRB060719,220020.0,66.92,11.55493,1.5320,,3.17e-11
GRB060717,219646.0,3.0,1.414214,,,2.4999999999999998e-11
GRB060714,219101.0,116.064,8.968655,2.7108,,3.22e-11
GRB060712,218582.0,30.912,6.630412,,,2.5699999999999996e-11
GRB060708,217805.0,10.028,3.672148,1.92,+0.12-0.12,3.0599999999999996e-11
GRB060707,217704.0,66.644,6.376714,3.4240,,3.1399999999999996e-11
GRB060614,214805.0,109.104,3.372837,0.1254,,3.56e-11
GRB060607B,213934.0,31.584,4.283407,,,
GRB060607A,213823.0,103.032,28.06196,3.0749,,4.2e-11
GRB060605,213630.0,79.84,6.632779,3.773,,3.2999999999999996e-11
GRB060604,213486.0,96.0,22.62742,2.1357,,3.1099999999999995e-11
GRB060602A,213180.0,74.836,12.95641,0.787,,1.8e-11
GRB060526,211957.0,298.04,22.89869,3.2213,,3.43e-11
GRB060522,211117.0,69.124,5.896616,5.11,,3.05e-11
GRB060516,210254.0,128.0,35.77709,,,
GRB060515,210084.0,52.372,5.484591,,,3.72e-11
GRB060512,209755.0,8.4,1.727745,2.1,,2.6299999999999996e-11
GRB060510B,209352.0,262.936,9.031047,4.941,,3.13e-11
GRB060510A,209351.0,20.148,1.101657,,,4.53e-11
GRB060507,208870.0,183.308,6.569049,,,3.47e-11
GRB060505,208654.0,4.0,,0.0889,,4.8099999999999994e-11
GRB060502B,208275.0,0.144,0.05059642,0.287,,
GRB060502A,208169.0,28.448,9.861223,1.5026,,3.29e-11
GRB060501,208050.0,25.628,10.37955,,,
GRB060428B,207399.0,96.0,50.59644,0.348,,3.1399999999999996e-11
GRB060428A,207364.0,39.48,3.820836,,,5.44e-11
GRB060427,207281.0,62.0,16.49242,,,3.09e-11
GRB060424,206773.0,37.68,3.473154,,,
GRB060421,206257.0,11.996,3.25771,,,7.58e-11
GRB060418,205851.0,109.08,46.72552,1.49000,,3.66e-11
GRB060413,205096.0,141.124,20.59712,,,8.699999999999998e-11
GRB060403,203755.0,30.588,4.841253,,,6.21e-11
GRB060323,202505.0,23.872,5.603393,,,3.45e-11
GRB060322,202442.0,229.472,23.49451,,,
GRB060319,202035.0,10.288,1.718829,1.172,,4.08e-11
GRB060313,201487.0,0.744,0.03417602,,,3.49e-11
GRB060312,201391.0,44.656,3.234084,,,3.67e-11
GRB060306,200638.0,60.94,3.363018,1.559,,3.8899999999999996e-11
GRB060223B,192152.0,10.36,0.7509488,,,
GRB060223A,192059.0,11.32,1.072604,4.41,,3.5899999999999994e-11
GRB060219,191512.0,62.044,6.246817,,,2.5899999999999996e-11
GRB060218,191157.0,,,0.03342,,2.3799999999999998e-11
GRB060211B,181156.0,27.732,7.753546,,,4.37e-11
GRB060211A,181126.0,126.46,9.555313,,,3.8e-11
GRB060210,180977.0,288.0,151.7893,3.9122,,3.36e-11
GRB060206,180455.0,7.552,2.192934,4.0559,,3.0199999999999997e-11
GRB060204B,180241.0,139.464,31.45746,,,3.29e-11
GRB060203,180151.0,69.524,11.63856,,,3.29e-11
GRB060202,179968.0,192.876,22.93896,0.783,,3.21e-11
GRB060124,178750.0,13.424,1.291649,2.3000,,3.5499999999999994e-11
GRB060123,,,,"1.099,0.193,0.562,or0.56",,
GRB060117,177666.0,16.852,0.1433876,4.6,+0.5-0.5,
GRB060116,177533.0,104.832,27.25683,6.60,+0.15-0.15,4.9999999999999995e-11
GRB060115,177408.0,139.092,15.21002,3.5328,,3.16e-11
GRB060111B,176918.0,58.832,4.284321,,,3.6299999999999994e-11
GRB060111A,176818.0,13.212,1.165621,2.32,,3.3399999999999996e-11
GRB060110,176702.0,21.336,2.048489,,,
GRB060109,176620.0,115.592,11.14916,,,3.5899999999999994e-11
GRB060108,176453.0,14.22,2.144425,2.03,0.67N/A,3.39e-11
GRB060105,175942.0,54.376,1.420051,,,4.07e-11
GRB060102,175603.0,19.0,5.09902,,,
GRB051227,174738.0,115.4,14.94417,,,3.57e-11
GRB051221B,173904.0,42.572,5.879697,,,6.31e-11
GRB051221A,173780.0,1.392,0.1974639,0.5464,,3.49e-11
GRB051213,172516.0,71.056,5.114457,,,
GRB051210,171931.0,1.3,0.2951948,,,4.57e-11
GRB051117B,164279.0,9.02,1.315082,0.481,,4.8899999999999994e-11
GRB051117A,164268.0,140.632,13.50078,,,3.0599999999999996e-11
GRB051114,163844.0,2.0,2.236068,,,
GRB051113,163765.0,93.296,13.61242,,,
GRB051111,163438.0,64.0,16.0,1.54948,,3.1499999999999995e-11
GRB051109B,163170.0,15.696,4.117119,0.080,,3.68e-11
GRB051109A,163136.0,37.2,6.069085,2.346,,3.6499999999999997e-11
GRB051105A,162580.0,0.05599999,0.01442221,,,
GRB051021B,160672.0,46.512,11.42952,,,6.29e-11
GRB051016B,159994.0,4.0,0.4482187,0.9364,,3.8e-11
GRB051016A,159913.0,21.0,6.082763,,,2.5699999999999996e-11
GRB051012,159413.0,12.8,1.6,,,
GRB051008,158855.0,12.408,1.355315,2.77,+0.15-0.20,4.24e-11
GRB051006,158593.0,35.408,8.934607,1.059,,4.46e-11
GRB051001,157870.0,190.26,22.85993,2.4296,,3.17e-11
GRB050925,156838.0,0.09200001,0.01442221,,,
GRB050922C,156467.0,4.552,0.4480179,2.1995,,3.04e-11
GRB050922B,156434.0,157.024,94.48681,4.5,+0.5-0.5,2.7799999999999997e-11
GRB050916,155408.0,85.184,12.7243,,,6.34e-11
GRB050915B,155284.0,43.096,4.405708,,,3.6499999999999997e-11
GRB050915A,155242.0,53.42,11.27224,2.5273,,3.08e-11
GRB050911,154630.0,16.24,0.8793179,,,
GRB050908,154112.0,18.284,3.28172,3.3467,,2.5099999999999996e-11
GRB050906,153866.0,,,,,
GRB050904,153514.0,181.576,16.30626,6.295,,3.5499999999999994e-11
GRB050827,152325.0,50.032,9.129024,,,4.58e-11
GRB050826,152113.0,29.6,6.30981,0.296,,4.23e-11
GRB050824,151905.0,25.008,5.553665,0.8278,,3.44e-11
GRB050822,151486.0,104.292,15.82051,1.434,,3.2599999999999996e-11
GRB050820B,151334.0,12.064,0.5189065,,,4.1799999999999994e-11
GRB050820A,151207.0,240.768,11.51344,2.6147,,3.43e-11
GRB050819,151131.0,37.716,7.331198,2.5043,,3.0699999999999995e-11
GRB050815,150532.0,2.992,0.614752,,,5.03e-11
GRB050814,150314.0,142.852,41.66076,5.3,+0.3-0.3,3.41e-11
GRB050813,150139.0,0.384,0.1119464,0.722,,2.69e-11
GRB050803,148833.0,88.124,10.19719,3.5,+0.5-0.5,3.7e-11
GRB050802,148646.0,27.456,8.164955,1.7102,,3.5499999999999994e-11
GRB050801,148522.0,19.568,5.937695,1.38,+0.07-0.07,3.62e-11
GRB050730,148225.0,154.6,18.61522,3.9693,,4.0999999999999994e-11
GRB050726,147788.0,46.496,14.44798,0.1646,,3.4e-11
GRB050724,147478.0,98.684,8.556632,0.257,,4.37e-11
GRB050721,146970.0,104.7,46.10946,,,4.44e-11
GRB050717,146372.0,85.016,18.89675,,,4.86e-11
GRB050716,146227.0,69.02,5.288014,,,3.53e-11
GRB050715,146129.0,187.0,21.58703,,,
GRB050714B,145994.0,49.364,11.29125,2.438,,2.2e-11
GRB050713B,145754.0,121.696,54.02341,,,4.4199999999999993e-11
GRB050713A,145675.0,124.672,62.40765,,,3.91e-11
GRB050712,145581.0,51.356,7.868384,,,3.47e-11
GRB050701,143708.0,21.696,9.943782,,,7.379999999999999e-11
GRB050607,132247.0,48.0,22.62742,,,3.4199999999999996e-11
GRB050603,131560.0,21.0,8.485281,2.821,,3.2599999999999996e-11
GRB050528,130679.0,11.248,1.728231,,,
GRB050525A,130088.0,8.836,0.0708802,0.606,,3.5399999999999995e-11
GRB050509B,118749.0,0.02400002,0.008944263,0.2249,,4.3600000000000003e-11
GRB050509A,118707.0,10.508,2.006151,,,4.0999999999999994e-11
GRB050507,118248.0,15.0,5.830952,,,
GRB050505,117504.0,58.852,6.839795,4.2748,,3.25e-11
GRB050502B,116116.0,17.724,1.900999,5.2,+0.3-0.3,3.3799999999999996e-11
GRB050422,115214.0,80.0,22.62742,,,4.9599999999999995e-11
GRB050421,115135.0,8.408,3.387106,,,6.46e-11
GRB050418,114893.0,81.76,1.371417,,,
GRB050416B,114797.0,3.392,0.6315061,,,
GRB050416A,114753.0,6.668,3.422086,0.6528,,3.6899999999999997e-11
GRB050412,114485.0,27.572,3.504715,,,4.24e-11
GRB050410,114299.0,64.0,16.0,,,3.91e-11
GRB050406,113872.0,5.776,1.393007,2.7,+0.29-0.41,2.71e-11
GRB050401,113120.0,32.092,0.5774426,2.8983,,3.8099999999999996e-11
GRB050326,112453.0,29.44,1.134711,,,3.62e-11
GRB050319,111622.0,151.584,10.64419,3.2425,,3.16e-11
GRB050318,111529.0,16.124,10.91679,1.4436,,3.28e-11
GRB050315,111063.0,95.4,13.96338,1.9500,,3.3399999999999996e-11
GRB050306,107547.0,158.524,19.84216,,,
GRB050223,106709.0,22.68,4.481386,0.584,,3.87e-11
GRB050219B,106442.0,28.72,7.120288,,,3.37e-11
GRB050219A,106415.0,23.812,2.258173,0.2115,,3.4599999999999996e-11
GRB050215B,106107.0,11.044,3.931132,2.52,,4.0899999999999996e-11
GRB050215A,106106.0,66.412,5.307209,,,
GRB050202,104298.0,0.112,0.03124101,,,
GRB050128,103906.0,28.0,9.055385,,,3.5399999999999995e-11
GRB050126,103780.0,48.0,22.62742,1.29,,2.8599999999999997e-11
GRB050124,103647.0,3.936,2.011714,,,3.4e-11
GRB050117,102861.0,166.648,2.42293,,,
GRB041228,100970.0,56.3,7.782773,,,
GRB041226,100815.0,8.296,1.876372,,,
GRB041224,100703.0,177.564,19.26028,,,
GRB041223,100585.0,109.06,1.803933,,,3.31e-11
GRB041220,100433.0,5.584,1.113352,,,
GRB041219C,100380.0,10.0,1.0,,,
GRB041219B,100368.0,9.856,18.69194,,,
GRB041219A,100307.0,,,,,
GRB041217,100116.0,5.668,0.7297123,,,
